"BLeft","timeCount"
103,0.0
103,0.0
103,0.0
103,0.0
103,0.0
103,0.0
103,0.0
103,0.0
103,0.0
103,0.0
103,0.0
103,0.0
103,0.0
103,0.0
103,1.0
103,2.0
103,3.0
103,4.0
103,5.0
103,6.0
103,7.0
103,8.0
103,9.0
103,10.0
103,11.0
103,12.0
103,13.0
103,14.0
103,15.0
103,16.0
103,17.0
103,18.0
103,19.0
103,20.0
103,21.0
103,22.0
103,23.0
103,24.0
103,25.0
103,26.0
103,27.0
103,28.0
103,29.0
102,30.0
102,31.0
102,32.0
102,33.0
102,34.0
102,35.0
102,36.0
102,37.0
102,38.0
102,39.0
102,40.0
102,41.0
102,42.0
102,43.0
102,44.0
102,45.0
102,46.0
102,47.0
101,48.0
101,49.0
101,50.0
101,51.0
101,52.0
101,53.0
101,54.0
101,55.0
101,56.0
101,57.0
101,58.0
101,59.0
101,60.0
101,61.0
101,62.0
101,63.0
101,64.0
101,65.0
101,66.0
101,67.0
100,68.0
100,69.0
100,70.0
100,71.0
100,72.0
100,73.0
100,74.0
100,75.0
100,76.0
100,77.0
100,78.0
100,79.0
100,80.0
100,81.0
100,82.0
100,83.0
100,84.0
100,85.0
100,86.0
100,87.0
100,88.0
100,89.0
100,90.0
100,91.0
100,92.0
100,93.0
100,94.0
100,95.0
99,96.0
99,97.0
99,98.0
99,99.0
99,100.0
99,101.0
99,102.0
99,103.0
99,104.0
99,105.0
99,106.0
99,107.0
99,108.0
99,109.0
99,110.0
99,111.0
98,112.0
98,113.0
98,114.0
98,115.0
98,116.0
98,117.0
98,118.0
98,119.0
98,120.0
98,121.0
98,122.0
98,123.0
98,124.0
98,125.0
98,126.0
98,127.0
98,128.0
98,129.0
98,130.0
98,131.0
98,132.0
98,133.0
98,134.0
98,135.0
98,136.0
98,137.0
98,138.0
98,139.0
98,140.0
98,141.0
98,142.0
98,143.0
98,144.0
98,145.0
98,146.0
98,147.0
98,148.0
98,149.0
98,150.0
98,151.0
98,152.0
98,153.0
96,154.0
96,155.0
96,156.0
96,157.0
96,158.0
96,159.0
96,160.0
96,161.0
96,162.0
96,163.0
96,164.0
96,165.0
96,166.0
96,167.0
96,168.0
96,169.0
96,170.0
96,171.0
96,172.0
96,173.0
96,174.0
96,175.0
96,176.0
96,177.0
96,178.0
96,179.0
96,180.0
96,181.0
96,182.0
96,183.0
96,184.0
96,185.0
96,186.0
96,187.0
96,188.0
96,189.0
96,190.0
96,191.0
96,192.0
96,193.0
96,194.0
96,195.0
96,196.0
96,197.0
96,198.0
96,199.0
96,200.0
96,201.0
96,202.0
96,203.0
96,204.0
96,205.0
96,206.0
96,207.0
96,208.0
96,209.0
96,210.0
96,211.0
96,212.0
96,213.0
96,214.0
96,215.0
96,216.0
96,217.0
96,218.0
96,219.0
96,220.0
96,221.0
96,222.0
96,223.0
96,224.0
96,225.0
96,226.0
96,227.0
96,228.0
96,229.0
96,230.0
96,231.0
96,232.0
96,233.0
96,234.0
96,235.0
96,236.0
96,237.0
96,238.0
96,239.0
96,240.0
96,241.0
96,242.0
96,243.0
96,244.0
96,245.0
96,246.0
96,247.0
96,248.0
96,249.0
96,250.0
96,251.0
96,252.0
96,253.0
96,254.0
96,255.0
96,256.0
96,257.0
96,258.0
96,259.0
96,260.0
96,261.0
96,262.0
96,263.0
96,264.0
96,265.0
96,266.0
95,267.0
95,268.0
95,269.0
95,270.0
95,271.0
95,272.0
95,273.0
95,274.0
103,0.0
103,0.0
103,0.0
103,0.0
103,1.0
103,2.0
103,3.0
103,4.0
103,5.0
103,6.0
103,7.0
103,8.0
103,9.0
103,10.0
103,11.0
103,12.0
103,13.0
103,14.0
103,15.0
103,16.0
103,17.0
103,18.0
103,19.0
103,20.0
103,0.0
103,1.0
103,2.0
103,3.0
103,4.0
103,5.0
103,6.0
103,7.0
103,8.0
103,9.0
103,10.0
103,11.0
103,12.0
103,13.0
103,14.0
103,15.0
103,16.0
103,17.0
103,18.0
103,19.0
103,20.0
103,21.0
103,22.0
103,23.0
103,24.0
103,25.0
101,26.0
101,27.0
100,28.0
100,29.0
100,30.0
100,31.0
100,32.0
100,33.0
100,34.0
100,35.0
100,36.0
100,37.0
100,38.0
100,39.0
100,40.0
100,41.0
100,42.0
100,43.0
99,44.0
99,45.0
99,46.0
98,47.0
98,48.0
98,49.0
98,50.0
98,51.0
98,52.0
98,53.0
98,54.0
98,55.0
98,56.0
98,57.0
98,58.0
98,59.0
98,60.0
98,61.0
98,62.0
98,63.0
98,64.0
98,65.0
98,66.0
98,67.0
97,68.0
97,69.0
96,70.0
96,71.0
95,72.0
95,73.0
94,74.0
94,75.0
94,76.0
94,77.0
94,78.0
94,79.0
103,0.0
103,1.0
103,2.0
103,3.0
103,4.0
103,5.0
103,6.0
103,7.0
103,8.0
103,9.0
103,10.0
103,11.0
103,12.0
103,13.0
103,14.0
103,15.0
103,16.0
103,17.0
103,18.0
103,19.0
103,0.0
103,1.0
103,2.0
103,3.0
103,4.0
103,5.0
103,6.0
103,7.0
103,8.0
103,9.0
103,10.0
103,11.0
103,12.0
103,13.0
103,14.0
103,15.0
103,16.0
103,17.0
103,18.0
103,19.0
103,20.0
103,21.0
103,22.0
103,0.0
103,1.0
103,2.0
103,3.0
103,4.0
103,5.0
103,6.0
103,7.0
103,8.0
103,9.0
103,10.0
103,11.0
103,12.0
103,13.0
103,0.0
103,1.0
103,2.0
103,3.0
103,4.0
103,5.0
103,6.0
103,7.0
103,8.0
103,9.0
103,10.0
103,11.0
103,12.0
103,13.0
103,14.0
103,0.0
103,1.0
103,2.0
103,3.0
103,4.0
103,5.0
103,6.0
103,7.0
103,8.0
103,9.0
103,10.0
103,11.0
103,12.0
103,1.0
103,2.0
103,3.0
103,4.0
103,5.0
103,6.0
103,7.0
103,8.0
103,9.0
103,10.0
103,11.0
103,12.0
103,0.0
103,1.0
103,2.0
103,3.0
103,4.0
103,5.0
103,6.0
103,7.0
103,8.0
103,9.0
103,10.0
103,11.0
103,12.0
103,13.0
103,14.0
103,15.0
103,16.0
103,17.0
103,18.0
103,19.0
103,20.0
103,21.0
103,22.0
103,23.0
103,24.0
102,25.0
102,26.0
101,27.0
101,28.0
101,29.0
101,30.0
101,31.0
101,32.0
101,33.0
103,0.0
103,1.0
103,2.0
103,3.0
103,4.0
103,5.0
103,6.0
103,7.0
103,8.0
103,9.0
103,10.0
103,11.0
103,12.0
103,13.0
103,14.0
103,0.0
103,1.0
103,2.0
103,3.0
103,4.0
103,5.0
103,6.0
103,7.0
103,8.0
103,9.0
103,10.0
103,11.0
103,12.0
103,13.0
103,14.0
103,15.0
103,16.0
103,17.0
103,18.0
103,19.0
103,20.0
103,21.0
103,22.0
103,23.0
103,24.0
103,25.0
102,26.0
102,27.0
102,28.0
102,29.0
102,30.0
102,31.0
102,32.0
102,33.0
102,34.0
102,35.0
102,36.0
102,37.0
102,38.0
102,39.0
102,40.0
102,41.0
101,42.0
101,43.0
100,44.0
100,45.0
100,46.0
100,47.0
100,48.0
100,49.0
100,50.0
100,51.0
100,52.0
100,53.0
100,54.0
100,55.0
100,56.0
100,57.0
100,58.0
100,59.0
100,60.0
100,61.0
100,62.0
100,63.0
100,64.0
100,65.0
100,66.0
100,67.0
99,68.0
99,69.0
99,70.0
99,71.0
99,72.0
99,73.0
99,74.0
99,75.0
99,76.0
99,77.0
99,78.0
99,79.0
99,80.0
99,81.0
99,82.0
98,83.0
98,84.0
98,85.0
97,86.0
97,87.0
97,88.0
