"BLeft","timeCount"
57,776.0
57,777.0
57,778.0
57,779.0
56,780.0
55,781.0
55,782.0
55,783.0
55,784.0
55,785.0
55,786.0
54,787.0
54,788.0
54,789.0
54,790.0
54,791.0
54,792.0
54,793.0
54,794.0
54,795.0
54,796.0
54,797.0
54,798.0
54,799.0
54,800.0
54,801.0
54,802.0
54,803.0
54,804.0
54,805.0
53,806.0
52,807.0
52,808.0
52,809.0
52,810.0
52,811.0
52,812.0
52,813.0
52,814.0
52,815.0
52,816.0
52,817.0
52,818.0
51,819.0
51,820.0
51,821.0
51,822.0
51,823.0
51,824.0
51,825.0
51,826.0
50,827.0
50,828.0
50,829.0
50,830.0
50,831.0
50,832.0
50,833.0
50,834.0
50,835.0
50,836.0
50,837.0
50,838.0
50,839.0
50,840.0
49,841.0
49,842.0
48,843.0
48,844.0
48,845.0
48,846.0
48,847.0
47,848.0
47,849.0
47,850.0
47,851.0
47,852.0
47,853.0
47,854.0
47,855.0
47,856.0
47,857.0
47,858.0
47,859.0
47,860.0
46,861.0
46,862.0
46,863.0
46,864.0
46,865.0
46,866.0
46,867.0
46,868.0
46,869.0
46,870.0
46,871.0
46,872.0
46,873.0
46,874.0
46,875.0
46,876.0
46,877.0
46,878.0
46,879.0
46,880.0
46,881.0
46,882.0
46,883.0
46,884.0
46,885.0
45,886.0
45,887.0
44,888.0
43,889.0
43,890.0
42,891.0
41,892.0
41,893.0
41,894.0
41,895.0
41,896.0
41,897.0
41,898.0
41,899.0
41,900.0
41,901.0
41,902.0
41,903.0
41,904.0
41,905.0
41,906.0
41,907.0
41,908.0
41,909.0
41,910.0
41,911.0
41,912.0
41,913.0
41,914.0
41,915.0
41,916.0
41,917.0
41,918.0
41,919.0
41,920.0
41,921.0
41,922.0
41,923.0
41,924.0
41,925.0
41,926.0
41,927.0
41,928.0
41,929.0
40,930.0
40,931.0
40,932.0
40,933.0
40,934.0
40,935.0
40,936.0
40,937.0
40,938.0
40,939.0
40,940.0
40,941.0
40,942.0
40,943.0
40,944.0
40,945.0
40,946.0
40,947.0
40,948.0
40,949.0
40,950.0
40,951.0
40,952.0
40,953.0
40,954.0
40,955.0
40,956.0
40,957.0
40,958.0
40,959.0
39,960.0
39,961.0
39,962.0
39,963.0
39,964.0
39,965.0
39,966.0
39,967.0
39,968.0
39,969.0
39,970.0
39,971.0
39,972.0
39,973.0
39,974.0
39,975.0
39,976.0
39,977.0
39,978.0
39,979.0
39,980.0
39,981.0
39,982.0
39,983.0
39,984.0
39,985.0
39,986.0
39,987.0
39,988.0
39,989.0
39,990.0
39,991.0
39,992.0
39,993.0
39,994.0
39,995.0
39,996.0
39,997.0
39,998.0
39,999.0
39,1000.0
39,1001.0
39,1002.0
39,1003.0
39,1004.0
39,1005.0
39,1006.0
39,1007.0
39,1008.0
38,1009.0
38,1010.0
37,1011.0
37,1012.0
37,1013.0
37,1014.0
37,1015.0
37,1016.0
37,1017.0
37,1018.0
37,1019.0
37,1020.0
37,1021.0
37,1022.0
37,1023.0
37,1024.0
37,1025.0
37,1026.0
37,1027.0
37,1028.0
37,1029.0
37,1030.0
37,1031.0
36,1032.0
36,1033.0
36,1034.0
36,1035.0
36,1036.0
36,1037.0
36,1038.0
36,1039.0
36,1040.0
36,1041.0
36,1042.0
36,1043.0
36,1044.0
36,1045.0
36,1046.0
36,1047.0
36,1048.0
36,1049.0
36,1050.0
36,1051.0
36,1052.0
36,1053.0
36,1054.0
36,1055.0
36,1056.0
36,1057.0
36,1058.0
36,1059.0
35,1060.0
35,1061.0
35,1062.0
35,1063.0
35,1064.0
35,1065.0
35,1066.0
35,1067.0
35,1068.0
35,1069.0
35,1070.0
35,1071.0
35,1072.0
35,1073.0
35,1074.0
35,1075.0
35,1076.0
35,1077.0
35,1078.0
35,1079.0
35,1080.0
35,1081.0
35,1082.0
35,1083.0
35,1084.0
35,1085.0
35,1086.0
35,1087.0
35,1088.0
35,1089.0
34,1090.0
34,1091.0
34,1092.0
34,1093.0
34,1094.0
34,1095.0
34,1096.0
34,1097.0
34,1098.0
33,1099.0
33,1100.0
33,1101.0
33,1102.0
33,1103.0
33,1104.0
33,1105.0
33,1106.0
33,1107.0
33,1108.0
33,1109.0
33,1110.0
33,1111.0
33,1112.0
33,1113.0
33,1114.0
33,1115.0
33,1116.0
33,1117.0
33,1118.0
33,1119.0
32,1120.0
32,1121.0
32,1122.0
32,1123.0
32,1124.0
32,1125.0
32,1126.0
32,1127.0
32,1128.0
32,1129.0
32,1130.0
32,1131.0
32,1132.0
32,1133.0
32,1134.0
32,1135.0
32,1136.0
32,1137.0
32,1138.0
32,1139.0
32,1140.0
32,1141.0
32,1142.0
32,1143.0
32,1144.0
32,1145.0
32,1146.0
31,1147.0
31,1148.0
31,1149.0
31,1150.0
31,1151.0
31,1152.0
31,1153.0
31,1154.0
31,1155.0
31,1156.0
31,1157.0
31,1158.0
31,1159.0
31,1160.0
31,1161.0
31,1162.0
30,1163.0
29,1164.0
29,1165.0
29,1166.0
29,1167.0
29,1168.0
29,1169.0
29,1170.0
29,1171.0
29,1172.0
29,1173.0
29,1174.0
28,1175.0
28,1176.0
28,1177.0
28,1178.0
28,1179.0
28,1180.0
28,1181.0
28,1182.0
28,1183.0
28,1184.0
28,1185.0
28,1186.0
28,1187.0
28,1188.0
28,1189.0
28,1190.0
28,1191.0
28,1192.0
28,1193.0
28,1194.0
28,1195.0
28,1196.0
28,1197.0
28,1198.0
28,1199.0
28,1200.0
28,1201.0
28,1202.0
28,1203.0
28,1204.0
28,1205.0
28,1206.0
28,1207.0
28,1208.0
27,1209.0
27,1210.0
27,1211.0
27,1212.0
27,1213.0
27,1214.0
27,1215.0
27,1216.0
27,1217.0
27,1218.0
27,1219.0
27,1220.0
27,1221.0
27,1222.0
27,1223.0
27,1224.0
27,1225.0
27,1226.0
27,1227.0
27,1228.0
27,1229.0
27,1230.0
27,1231.0
27,1232.0
27,1233.0
27,1234.0
26,1235.0
26,1236.0
26,1237.0
26,1238.0
26,1239.0
26,1240.0
26,1241.0
26,1242.0
26,1243.0
26,1244.0
26,1245.0
26,1246.0
26,1247.0
26,1248.0
25,1249.0
25,1250.0
25,1251.0
25,1252.0
25,1253.0
25,1254.0
25,1255.0
25,1256.0
25,1257.0
25,1258.0
25,1259.0
25,1260.0
25,1261.0
25,1262.0
25,1263.0
25,1264.0
25,1265.0
25,1266.0
25,1267.0
25,1268.0
25,1269.0
25,1270.0
25,1271.0
25,1272.0
25,1273.0
25,1274.0
25,1275.0
24,1276.0
24,1277.0
24,1278.0
24,1279.0
24,1280.0
24,1281.0
24,1282.0
24,1283.0
24,1284.0
24,1285.0
24,1286.0
24,1287.0
24,1288.0
24,1289.0
24,1290.0
24,1291.0
24,1292.0
24,1293.0
24,1294.0
24,1295.0
24,1296.0
24,1297.0
24,1298.0
24,1299.0
24,1300.0
24,1301.0
24,1302.0
24,1303.0
24,1304.0
24,1305.0
24,1306.0
24,1307.0
23,1308.0
23,1309.0
23,1310.0
23,1311.0
23,1312.0
23,1313.0
23,1314.0
23,1315.0
23,1316.0
23,1317.0
23,1318.0
23,1319.0
23,1320.0
23,1321.0
23,1322.0
23,1323.0
23,1324.0
23,1325.0
23,1326.0
23,1327.0
23,1328.0
23,1329.0
23,1330.0
23,1331.0
22,1332.0
22,1333.0
22,1334.0
22,1335.0
22,1336.0
22,1337.0
22,1338.0
22,1339.0
22,1340.0
22,1341.0
22,1342.0
22,1343.0
21,1344.0
21,1345.0
21,1346.0
21,1347.0
21,1348.0
21,1349.0
21,1350.0
21,1351.0
21,1352.0
21,1353.0
21,1354.0
21,1355.0
21,1356.0
21,1357.0
21,1358.0
21,1359.0
21,1360.0
21,1361.0
21,1362.0
21,1363.0
21,1364.0
21,1365.0
21,1366.0
21,1367.0
21,1368.0
21,1369.0
21,1370.0
21,1371.0
21,1372.0
21,1373.0
21,1374.0
21,1375.0
21,1376.0
21,1377.0
21,1378.0
21,1379.0
21,1380.0
21,1381.0
21,1382.0
21,1383.0
21,1384.0
21,1385.0
21,1386.0
21,1387.0
21,1388.0
20,1389.0
20,1390.0
20,1391.0
20,1392.0
20,1393.0
20,1394.0
20,1395.0
20,1396.0
20,1397.0
20,1398.0
20,1399.0
20,1400.0
20,1401.0
20,1402.0
20,1403.0
20,1404.0
20,1405.0
20,1406.0
20,1407.0
20,1408.0
20,1409.0
19,1410.0
19,1411.0
19,1412.0
19,1413.0
19,1414.0
19,1415.0
19,1416.0
19,1417.0
19,1418.0
19,1419.0
19,1420.0
18,1421.0
18,1422.0
18,1423.0
18,1424.0
18,1425.0
18,1426.0
18,1427.0
18,1428.0
18,1429.0
17,1430.0
17,1431.0
17,1432.0
17,1433.0
17,1434.0
17,1435.0
17,1436.0
17,1437.0
17,1438.0
17,1439.0
17,1440.0
17,1441.0
17,1442.0
16,1443.0
16,1444.0
16,1445.0
16,1446.0
16,1447.0
16,1448.0
16,1449.0
16,1450.0
16,1451.0
16,1452.0
16,1453.0
16,1454.0
16,1455.0
16,1456.0
16,1457.0
16,1458.0
16,1459.0
16,1460.0
16,1461.0
16,1462.0
16,1463.0
16,1464.0
16,1465.0
16,1466.0
16,1467.0
16,1468.0
16,1469.0
16,1470.0
16,1471.0
16,1472.0
16,1473.0
16,1474.0
16,1475.0
16,1476.0
16,1477.0
16,1478.0
16,1479.0
16,1480.0
16,1481.0
16,1482.0
16,1483.0
16,1484.0
16,1485.0
16,1486.0
16,1487.0
16,1488.0
16,1489.0
16,1490.0
16,1491.0
16,1492.0
16,1493.0
16,1494.0
16,1495.0
16,1496.0
16,1497.0
16,1498.0
16,1499.0
16,1500.0
16,1501.0
16,1502.0
16,1503.0
16,1504.0
16,1505.0
16,1506.0
16,1507.0
16,1508.0
16,1509.0
16,1510.0
16,1511.0
16,1512.0
16,1513.0
16,1514.0
16,1515.0
16,1516.0
16,1517.0
16,1518.0
16,1519.0
16,1520.0
16,1521.0
15,1522.0
15,1523.0
15,1524.0
15,1525.0
15,1526.0
15,1527.0
15,1528.0
15,1529.0
15,1530.0
15,1531.0
15,1532.0
15,1533.0
15,1534.0
15,1535.0
15,1536.0
15,1537.0
15,1538.0
15,1539.0
15,1540.0
15,1541.0
15,1542.0
15,1543.0
15,1544.0
15,1545.0
15,1546.0
15,1547.0
15,1548.0
15,1549.0
15,1550.0
15,1551.0
15,1552.0
15,1553.0
15,1554.0
15,1555.0
15,1556.0
15,1557.0
15,1558.0
15,1559.0
15,1560.0
15,1561.0
15,1562.0
15,1563.0
15,1564.0
15,1565.0
15,1566.0
15,1567.0
15,1568.0
15,1569.0
15,1570.0
15,1571.0
15,1572.0
15,1573.0
15,1574.0
15,1575.0
15,1576.0
15,1577.0
15,1578.0
15,1579.0
15,1580.0
15,1581.0
15,1582.0
15,1583.0
15,1584.0
15,1585.0
15,1586.0
15,1587.0
15,1588.0
15,1589.0
15,1590.0
15,1591.0
15,1592.0
15,1593.0
15,1594.0
15,1595.0
15,1596.0
15,1597.0
15,1598.0
15,1599.0
15,1600.0
15,1601.0
15,1602.0
14,1603.0
14,1604.0
14,1605.0
14,1606.0
14,1607.0
14,1608.0
14,1609.0
14,1610.0
14,1611.0
14,1612.0
14,1613.0
14,1614.0
14,1615.0
14,1616.0
14,1617.0
14,1618.0
14,1619.0
14,1620.0
14,1621.0
14,1622.0
14,1623.0
14,1624.0
14,1625.0
14,1626.0
14,1627.0
14,1628.0
13,1629.0
13,1630.0
13,1631.0
13,1632.0
13,1633.0
13,1634.0
13,1635.0
13,1636.0
13,1637.0
13,1638.0
13,1639.0
13,1640.0
13,1641.0
13,1642.0
13,1643.0
13,1644.0
13,1645.0
13,1646.0
13,1647.0
13,1648.0
13,1649.0
13,1650.0
13,1651.0
13,1652.0
13,1653.0
13,1654.0
13,1655.0
13,1656.0
13,1657.0
13,1658.0
13,1659.0
13,1660.0
13,1661.0
13,1662.0
13,1663.0
13,1664.0
13,1665.0
13,1666.0
13,1667.0
13,1668.0
13,1669.0
13,1670.0
13,1671.0
13,1672.0
13,1673.0
13,1674.0
13,1675.0
13,1676.0
13,1677.0
13,1678.0
13,1679.0
13,1680.0
13,1681.0
13,1682.0
13,1683.0
13,1684.0
13,1685.0
13,1686.0
13,1687.0
13,1688.0
13,1689.0
13,1690.0
13,1691.0
13,1692.0
13,1693.0
13,1694.0
13,1695.0
13,1696.0
13,1697.0
13,1698.0
13,1699.0
13,1700.0
13,1701.0
13,1702.0
13,1703.0
13,1704.0
13,1705.0
13,1706.0
13,1707.0
13,1708.0
13,1709.0
13,1710.0
13,1711.0
13,1712.0
13,1713.0
13,1714.0
13,1715.0
13,1716.0
13,1717.0
13,1718.0
13,1719.0
13,1720.0
13,1721.0
13,1722.0
13,1723.0
13,1724.0
13,1725.0
13,1726.0
13,1727.0
13,1728.0
13,1729.0
13,1730.0
13,1731.0
13,1732.0
13,1733.0
13,1734.0
13,1735.0
13,1736.0
13,1737.0
13,1738.0
13,1739.0
13,1740.0
13,1741.0
13,1742.0
13,1743.0
13,1744.0
13,1745.0
13,1746.0
13,1747.0
13,1748.0
13,1749.0
13,1750.0
13,1751.0
13,1752.0
13,1753.0
13,1754.0
13,1755.0
13,1756.0
13,1757.0
13,1758.0
13,1759.0
13,1760.0
13,1761.0
13,1762.0
13,1763.0
13,1764.0
13,1765.0
13,1766.0
13,1767.0
13,1768.0
13,1769.0
13,1770.0
13,1771.0
13,1772.0
13,1773.0
13,1774.0
13,1775.0
12,1776.0
12,1777.0
12,1778.0
12,1779.0
12,1780.0
12,1781.0
12,1782.0
12,1783.0
12,1784.0
12,1785.0
12,1786.0
12,1787.0
12,1788.0
12,1789.0
12,1790.0
12,1791.0
12,1792.0
12,1793.0
12,1794.0
12,1795.0
12,1796.0
12,1797.0
12,1798.0
12,1799.0
12,1800.0
12,1801.0
12,1802.0
12,1803.0
12,1804.0
12,1805.0
12,1806.0
12,1807.0
12,1808.0
12,1809.0
12,1810.0
12,1811.0
12,1812.0
12,1813.0
12,1814.0
12,1815.0
12,1816.0
12,1817.0
12,1818.0
12,1819.0
12,1820.0
12,1821.0
12,1822.0
12,1823.0
12,1824.0
12,1825.0
12,1826.0
12,1827.0
12,1828.0
12,1829.0
12,1830.0
12,1831.0
12,1832.0
12,1833.0
12,1834.0
12,1835.0
12,1836.0
12,1837.0
12,1838.0
12,1839.0
12,1840.0
12,1841.0
12,1842.0
12,1843.0
12,1844.0
12,1845.0
12,1846.0
12,1847.0
12,1848.0
12,1849.0
12,1850.0
12,1851.0
12,1852.0
12,1853.0
12,1854.0
12,1855.0
12,1856.0
12,1857.0
12,1858.0
12,1859.0
12,1860.0
12,1861.0
12,1862.0
12,1863.0
12,1864.0
12,1865.0
12,1866.0
12,1867.0
12,1868.0
12,1869.0
12,1870.0
12,1871.0
12,1872.0
12,1873.0
12,1874.0
12,1875.0
12,1876.0
12,1877.0
12,1878.0
12,1879.0
12,1880.0
12,1881.0
12,1882.0
12,1883.0
12,1884.0
12,1885.0
12,1886.0
12,1887.0
12,1888.0
12,1889.0
12,1890.0
12,1891.0
12,1892.0
12,1893.0
12,1894.0
12,1895.0
12,1896.0
12,1897.0
12,1898.0
12,1899.0
12,1900.0
12,1901.0
11,1902.0
11,1903.0
11,1904.0
11,1905.0
11,1906.0
11,1907.0
11,1908.0
11,1909.0
11,1910.0
11,1911.0
11,1912.0
11,1913.0
11,1914.0
11,1915.0
11,1916.0
11,1917.0
11,1918.0
11,1919.0
11,1920.0
11,1921.0
11,1922.0
11,1923.0
11,1924.0
11,1925.0
11,1926.0
11,1927.0
11,1928.0
10,1929.0
10,1930.0
10,1931.0
10,1932.0
10,1933.0
10,1934.0
10,1935.0
10,1936.0
10,1937.0
9,1938.0
9,1939.0
9,1940.0
9,1941.0
8,1942.0
8,1943.0
8,1944.0
7,1945.0
7,1946.0
7,1947.0
7,1948.0
7,1949.0
7,1950.0
7,1951.0
7,1952.0
7,1953.0
7,1954.0
7,1955.0
7,1956.0
7,1957.0
7,1958.0
7,1959.0
7,1960.0
7,1961.0
7,1962.0
7,1963.0
7,1964.0
7,1965.0
7,1966.0
7,1967.0
7,1968.0
7,1969.0
7,1970.0
7,1971.0
7,1972.0
7,1973.0
7,1974.0
7,1975.0
7,1976.0
7,1977.0
7,1978.0
7,1979.0
7,1980.0
7,1981.0
7,1982.0
7,1983.0
6,1984.0
6,1985.0
6,1986.0
6,1987.0
6,1988.0
6,1989.0
6,1990.0
6,1991.0
6,1992.0
6,1993.0
6,1994.0
6,1995.0
6,1996.0
6,1997.0
6,1998.0
6,1999.0
6,2000.0
6,2001.0
6,2002.0
6,2003.0
6,2004.0
6,2005.0
6,2006.0
6,2007.0
6,2008.0
6,2009.0
6,2010.0
6,2011.0
6,2012.0
6,2013.0
6,2014.0
6,2015.0
6,2016.0
6,2017.0
6,2018.0
6,2019.0
6,2020.0
6,2021.0
6,2022.0
6,2023.0
6,2024.0
6,2025.0
6,2026.0
6,2027.0
6,2028.0
6,2029.0
6,2030.0
6,2031.0
6,2032.0
6,2033.0
6,2034.0
6,2035.0
6,2036.0
6,2037.0
6,2038.0
6,2039.0
6,2040.0
6,2041.0
6,2042.0
6,2043.0
6,2044.0
6,2045.0
6,2046.0
6,2047.0
6,2048.0
6,2049.0
6,2050.0
6,2051.0
6,2052.0
6,2053.0
6,2054.0
6,2055.0
6,2056.0
6,2057.0
6,2058.0
6,2059.0
6,2060.0
6,2061.0
6,2062.0
6,2063.0
6,2064.0
6,2065.0
6,2066.0
6,2067.0
6,2068.0
6,2069.0
6,2070.0
6,2071.0
6,2072.0
6,2073.0
6,2074.0
6,2075.0
6,2076.0
6,2077.0
6,2078.0
6,2079.0
6,2080.0
6,2081.0
6,2082.0
6,2083.0
6,2084.0
6,2085.0
6,2086.0
6,2087.0
6,2088.0
6,2089.0
6,2090.0
6,2091.0
6,2092.0
6,2093.0
6,2094.0
6,2095.0
6,2096.0
6,2097.0
6,2098.0
6,2099.0
6,2100.0
6,2101.0
6,2102.0
6,2103.0
6,2104.0
