"timestamp","Fr","Pr"
133.0,100,51
134.0,100,50
135.0,100,48
136.0,100,47
137.0,100,47
138.0,100,44
139.0,100,44
140.0,100,42
141.0,100,41
142.0,100,41
143.0,100,39
144.0,100,39
145.0,100,39
146.0,100,38
147.0,100,35
148.0,100,33
149.0,100,33
150.0,100,33
151.0,100,33
152.0,100,33
153.0,100,33
154.0,100,33
155.0,100,33
156.0,100,33
157.0,100,33
158.0,100,33
159.0,100,33
160.0,100,33
161.0,100,33
162.0,100,33
163.0,100,32
164.0,100,32
165.0,100,32
166.0,100,32
167.0,100,32
168.0,100,40
169.0,100,32
170.0,100,32
171.0,100,32
172.0,100,32
173.0,100,32
174.0,100,32
175.0,100,32
176.0,100,32
177.0,100,32
178.0,100,32
179.0,100,32
180.0,100,32
181.0,100,32
182.0,100,32
183.0,100,32
184.0,100,32
185.0,100,32
186.0,100,32
187.0,100,32
188.0,100,32
189.0,100,32
190.0,100,32
191.0,100,32
192.0,100,32
193.0,100,32
194.0,100,32
195.0,100,32
196.0,100,32
197.0,100,32
198.0,100,32
199.0,100,32
200.0,100,32
201.0,100,32
202.0,100,32
203.0,100,32
204.0,100,32
205.0,100,32
206.0,100,32
207.0,100,32
208.0,100,32
209.0,100,32
210.0,100,32
211.0,100,32
212.0,100,38
213.0,100,38
214.0,100,34
215.0,100,34
216.0,100,34
217.0,100,34
218.0,100,34
219.0,100,34
220.0,100,49
221.0,100,49
222.0,100,49
223.0,100,49
224.0,100,57
225.0,100,60
226.0,100,60
227.0,100,60
228.0,100,60
229.0,100,60
230.0,100,60
231.0,100,60
232.0,100,34
233.0,100,34
234.0,100,34
235.0,100,32
236.0,100,32
237.0,100,32
238.0,100,32
239.0,100,32
240.0,100,32
241.0,100,32
242.0,100,32
243.0,100,32
244.0,100,32
245.0,100,32
246.0,100,32
247.0,100,32
248.0,100,32
249.0,100,32
250.0,100,32
251.0,100,32
252.0,100,32
253.0,100,61
254.0,100,61
255.0,100,32
256.0,100,32
257.0,100,32
258.0,100,32
259.0,100,32
260.0,100,32
261.0,100,32
262.0,100,32
263.0,100,32
264.0,100,32
265.0,100,32
266.0,100,32
267.0,100,32
268.0,100,32
269.0,100,32
270.0,100,32
271.0,100,32
272.0,100,32
273.0,100,32
274.0,100,32
275.0,100,32
276.0,100,32
277.0,100,32
278.0,100,32
279.0,100,32
280.0,100,32
281.0,100,32
282.0,100,32
283.0,100,32
284.0,100,32
285.0,100,32
286.0,100,32
287.0,100,32
288.0,100,32
289.0,100,32
290.0,100,32
291.0,100,32
292.0,100,32
293.0,100,32
294.0,100,32
295.0,100,32
296.0,100,32
297.0,100,32
298.0,100,32
299.0,100,32
300.0,100,32
301.0,100,32
302.0,100,32
303.0,100,32
304.0,100,32
305.0,100,32
306.0,100,32
307.0,100,32
308.0,100,32
309.0,100,32
310.0,100,32
311.0,100,32
312.0,100,32
313.0,100,32
314.0,100,32
315.0,100,32
316.0,100,32
317.0,100,32
318.0,100,32
319.0,100,32
320.0,100,32
321.0,100,32
322.0,100,32
323.0,100,32
324.0,100,32
325.0,100,32
326.0,100,32
327.0,100,32
328.0,100,32
329.0,100,32
330.0,100,32
331.0,100,32
332.0,100,32
333.0,100,32
334.0,100,32
335.0,100,32
336.0,100,32
337.0,100,32
338.0,100,32
339.0,100,32
340.0,100,32
341.0,100,32
342.0,100,32
343.0,100,32
344.0,100,32
345.0,100,32
346.0,100,32
347.0,100,32
348.0,100,32
349.0,100,32
350.0,100,32
351.0,100,32
352.0,100,32
353.0,100,32
354.0,100,32
355.0,100,32
356.0,100,32
357.0,100,32
358.0,100,32
359.0,100,32
360.0,100,32
361.0,100,32
362.0,100,32
363.0,100,32
364.0,100,32
365.0,100,32
366.0,100,32
367.0,100,32
368.0,100,32
369.0,100,32
370.0,100,32
371.0,100,32
372.0,100,32
373.0,100,32
374.0,100,32
375.0,100,32
376.0,100,32
377.0,100,32
378.0,100,32
379.0,100,32
380.0,100,32
381.0,100,32
382.0,100,32
383.0,100,32
384.0,100,32
385.0,100,32
386.0,100,32
387.0,100,32
388.0,100,32
389.0,100,32
390.0,100,32
391.0,100,32
392.0,100,32
393.0,100,32
394.0,100,32
395.0,100,32
396.0,100,32
397.0,100,32
398.0,100,32
399.0,100,32
400.0,100,32
401.0,100,32
402.0,100,32
403.0,100,32
404.0,100,32
405.0,100,32
406.0,100,32
407.0,100,32
408.0,100,32
409.0,100,32
410.0,100,32
411.0,100,32
412.0,100,32
413.0,100,32
414.0,100,32
415.0,100,32
416.0,100,32
417.0,100,32
418.0,100,32
419.0,100,32
420.0,100,32
421.0,100,32
422.0,100,32
423.0,100,32
424.0,100,32
425.0,100,32
426.0,100,32
427.0,100,32
428.0,100,32
429.0,100,32
430.0,100,32
431.0,100,32
432.0,100,32
433.0,100,32
434.0,100,32
435.0,100,32
436.0,100,32
437.0,100,32
438.0,100,32
439.0,100,32
440.0,100,32
441.0,100,32
442.0,100,32
443.0,100,32
444.0,100,32
445.0,100,32
446.0,100,32
447.0,100,32
448.0,100,32
449.0,100,32
450.0,100,32
451.0,100,32
452.0,100,32
453.0,100,32
454.0,100,32
455.0,100,32
456.0,100,32
457.0,100,32
458.0,100,32
459.0,100,32
460.0,100,32
461.0,100,32
462.0,100,32
463.0,100,32
464.0,100,32
465.0,100,32
466.0,100,32
467.0,100,32
468.0,100,32
469.0,100,32
470.0,100,32
471.0,100,32
472.0,100,32
473.0,100,32
474.0,100,32
475.0,100,32
